"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"3515","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3516","경기도 용인시 기흥구 중동","집합","1147","동백죽전대로","보전녹지","기타","25m미만","59.85"," ","30,000","9","개인","개인","202408","12","","2019","-","중개거래","경기 용인시 기흥구"
"3517","경기도 용인시 기흥구 중동","집합","1147","동백죽전대로","보전녹지","기타","25m미만","47.67"," ","47,000","7","개인","개인","202408","12","","2019","-","중개거래","경기 성남시 분당구, 경기 용인시 기흥구"
"3518","부산광역시 사상구 감전동","집합","152-2","새벽로","준공업","제1종근린생활","25m미만","14.75"," ","2,000","2","개인","개인","202408","12","","1993","-","중개거래","부산 사상구"
"3519","경기도 평택시 포승읍 도곡리","집합","1117-10","여술1길","일반상업","제1종근린생활","25m이상","76.32"," ","54,000","1","개인","개인","202408","12","","2015","-","직거래","-"
"3520","인천광역시 옹진군 영흥면 선재리","일반","3**","선재로95번길","계획관리","제2종근린생활","8m미만","957.32","312.00","68,500","","개인","개인","202408","12","","2004","-","중개거래","인천 미추홀구"
"3521","서울특별시 은평구 대조동","집합","225-20","연서로18길","제2종일반주거","제1종근린생활","8m미만","43.08"," ","11,500","1","개인","개인","202408","12","","2008","-","중개거래","서울 은평구"
"3522","서울특별시 은평구 대조동","집합","240","불광로","일반상업","판매","25m이상","4.97"," ","4,900","","개인","개인","202408","12","","2005","-","중개거래","서울 은평구"
"3523","서울특별시 영등포구 신길동","집합","4943","신길로","제2종일반주거","판매","25m이상","78.56"," ","97,441","1","법인","법인","202408","12","","2013","-","직거래","-"
"3524","경기도 시흥시 정왕동","집합","2632","시화벤처로","준공업","판매","25m미만","212.26"," ","65,000","","개인","개인","202408","12","","2016","-","중개거래","경기 시흥시"
"3525","경기도 시흥시 정왕동","집합","2210","오이도로","준공업","판매","25m이상","152.85"," ","40,000","16","개인","개인","202408","12","","2008","-","중개거래","경기 시흥시"
"3526","경기도 시흥시 정왕동","집합","1367-1","공단1대로","준공업","판매","25m이상","23.68"," ","14,000","1","개인","개인","202408","12","","1997","-","직거래","-"
"3527","경기도 시흥시 정왕동","집합","1367-1","공단1대로","준공업","업무","25m이상","20.81"," ","3,000","2","개인","개인","202408","12","","1997","-","직거래","-"
"3528","경기도 시흥시 정왕동","집합","1367-1","공단1대로","준공업","업무","25m이상","20.81"," ","3,000","3","개인","개인","202408","12","","1997","-","직거래","-"
"3529","경기도 시흥시 정왕동","집합","1367-1","공단1대로","준공업","판매","25m이상","23.68"," ","36,000","1","개인","개인","202408","12","","1997","-","직거래","-"
"3530","경기도 시흥시 정왕동","집합","1367-1","공단1대로","준공업","업무","25m이상","20.81"," ","5,000","2","개인","개인","202408","12","","1997","-","직거래","-"
"3531","경기도 시흥시 정왕동","집합","1367-1","공단1대로","준공업","업무","25m이상","20.81"," ","4,000","3","개인","개인","202408","12","","1997","-","직거래","-"
"3532","경기도 남양주시 별내동","집합","1005","별내중앙로","일반상업","숙박","25m이상","66.71"," ","47,000","22","개인","개인","202408","12","","2021","-","중개거래","경기 남양주시"
"3533","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","5.77"," ","4,824","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3534","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3535","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3536","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3537","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3538","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3539","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3540","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3541","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3542","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3543","대전광역시 서구 갈마동","일반","3**","","제3종일반주거","기타","25m미만","2746.00","1568.10","700,000","","법인","법인","202408","12","","2019","-","직거래","-"
"3544","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3545","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3546","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3547","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","8.25"," ","6,876","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3548","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3549","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3550","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3551","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3552","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","8.25"," ","6,876","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3553","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","8.18"," ","6,820","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3554","대전광역시 중구 산성동","일반","2**","대둔산로","제2종일반주거","제2종근린생활","25m이상","152.95","248.80","62,000","","개인","개인","202408","12","","1989","-","직거래","-"
"3555","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3556","경기도 군포시 산본동","집합","1142-10","산본로323번길","중심상업","제2종근린생활","25m미만","38.80"," ","23,700","6","개인","개인","202408","12","","","-","중개거래","경기 군포시"
"3557","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","5.87"," ","4,880","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3558","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3559","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3560","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3561","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","6.03"," ","5,046","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3562","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3563","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3564","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3565","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3566","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3567","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3568","서울특별시 강서구 화곡동","집합","산172-4","","제1종일반주거","제1종근린생활","8m미만","10.81"," ","5,700","1","개인","개인","202408","12","","2011","-","중개거래","서울 강서구"
"3569","대전광역시 중구 선화동","집합","379-1","선화서로","일반상업","제2종근린생활","25m미만","100.62"," ","50,002","3","법인","법인","202408","12","","2022","20250328","직거래","-"
"3570","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
"3571","서울특별시 중구 충무로1가","집합","24-1","퇴계로","중심상업","판매","25m이상","4.30"," ","3,604","","법인","법인","202408","12","","2000","20241021","직거래","-"
