"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"2106","경상남도 진주시 봉곡동","4**","다가구","12m미만","490.77","201.40","202408","15","59,000","개인","개인","2009","촉석로115번길","20240829","중개거래","경남 진주시"
"2107","대전광역시 유성구 지족동","9**","다가구","12m미만","329.95","206.40","202408","15","83,500","개인","개인","2001","은구비서로3번길","-","중개거래","대전 서구, 대전 유성구"
"2108","경기도 용인시 수지구 상현동","2*","단독","12m미만","190.38","123.00","202408","15","83,000","개인","개인","2018","이현로","20241018","중개거래","경기 용인시 수지구"
"2109","인천광역시 강화군 하점면 이강리","6**","단독","-","93.37","449.00","202408","15","27,800","개인","개인","2023","강화서로875번길","-","중개거래","인천 강화군"
"2110","인천광역시 강화군 양도면 능내리","2**","단독","8m미만","73.29","181.00","202408","15","13,300","개인","개인","2015","강화남로633번길","-","중개거래","인천 강화군"
"2111","경상남도 통영시 광도면 덕포리","8**","단독","8m미만","260.25","978.00","202408","15","68,000","개인","개인","2005","덕포로","-","중개거래","경남 통영시, 서울 송파구"
"2112","충청남도 아산시 배방읍 구령리","2**","단독","8m미만","99.26","340.00","202408","15","28,000","개인","개인","1997","구령길30번길","-","중개거래","충남 아산시"
"2113","경기도 가평군 상면 상동리","2**","단독","8m미만","97.91","252.00","202408","15","15,000","개인","개인","1997","비룡로","-","중개거래","경기 가평군"
"2114","경기도 고양시 일산동구 정발산동","7**","다가구","8m미만","327.12","222.80","202408","15","80,000","개인","개인","1997","대산로11번길","-","중개거래","경기 고양시 일산서구"
"2115","제주특별자치도 제주시 오라일동","2***","단독","12m미만","143.62","188.50","202408","15","37,500","개인","개인","1983","공설로11길","-","중개거래","제주 제주시"
"2116","경기도 양주시 광사동","6**","다가구","25m미만","366.45","236.40","202408","15","75,000","개인","개인","2012","고읍남로191번길","-","중개거래","경기 양주시"
"2117","제주특별자치도 제주시 일도이동","1**","단독","8m미만","104.85","98.70","202408","15","22,000","개인","개인","1986","동광로19길","-","중개거래","제주 제주시"
"2118","충청남도 보령시 주산면 동오리","1**","단독","8m미만","63.58","502.00","202408","15","5,200","개인","개인","1991","동막오상길","-","직거래","-"
"2119","서울특별시 동대문구 청량리동","3*","단독","12m미만","220.32","100.30","202408","15","160,000","법인","개인","1992","제기로38길","-","중개거래","서울 강남구"
"2120","서울특별시 동대문구 청량리동","3*","단독","12m미만","470.62","220.40","202408","15","470,000","법인","개인","1987","제기로38길","-","중개거래","서울 강남구"
"2121","서울특별시 동대문구 청량리동","3*","다가구","12m미만","176.41","118.00","202408","15","190,000","법인","개인","1987","왕산로47길","-","중개거래","서울 강남구, 서울 동대문구"
"2122","경기도 양평군 청운면 용두리","9*","단독","12m미만","93.17","456.00","202408","15","21,500","개인","개인","2011","경강로","20241005","중개거래","경기 양평군"
"2123","전라남도 담양군 담양읍 객사리","8*","단독","8m미만","75.78","205.00","202408","15","10,500","개인","개인","1976","객사4길","20241022","중개거래","전남 담양군"
"2124","경기도 안산시 단원구 대부동동","2**","단독","8m미만","93.70","522.00","202408","15","36,000","개인","개인","2019","흰돌배기길","20240824","중개거래","경기 안산시 단원구"
"2125","경기도 여주시 북내면 중암리","3**","단독","8m미만","92.72","483.00","202408","15","22,600","개인","개인","2021","중암2길","20241007","중개거래","경기 여주시"
"2126","경상북도 칠곡군 기산면 각산리","7**","단독","8m미만","49.75","360.00","202408","15","12,000","개인","개인","2013","각산2길","-","중개거래","경북 성주군"
"2127","인천광역시 미추홀구 숭의동","*","단독","8m미만","107.14","165.00","202408","15","30,000","개인","개인","1990","수봉로81번길","-","중개거래","인천 중구"
"2128","경상북도 성주군 월항면 인촌리","5**","단독","8m미만","94.00","577.00","202408","15","14,700","개인","개인","2016","인촌1길","-","중개거래","경북 성주군"
"2129","전북특별자치도 무주군 무풍면 지성리","7**","단독","8m미만","87.07","737.00","202408","15","6,100","개인","개인","2016","부등2길","-","중개거래","전북 무주군"
"2130","강원특별자치도 삼척시 근덕면 매원리","7*","단독","8m미만","62.02","265.00","202408","15","36,000","개인","개인","1979","원평길","-","중개거래","강원 양양군"
"2131","서울특별시 종로구 창신동","1**","단독","8m미만","251.24","274.40","202408","14","235,000","법인","개인","1961","종로53길","-","중개거래","서울 마포구, 서울 종로구"
"2132","서울특별시 동대문구 전농동","1**","다가구","12m미만","112.16","93.00","202408","14","102,000","개인","개인","1997","전농로29길","-","중개거래","서울 동대문구"
"2133","충청북도 괴산군 소수면 옥현리","4**","단독","8m미만","97.99","660.00","202408","14","20,620","개인","개인","2016","원소로석현1길","-","중개거래","충남 천안시 서북구, 충북 진천군"
"2134","경상남도 김해시 대청동","2**","다가구","12m미만","371.09","225.10","202408","14","44,000","개인","개인","2011","대청로167번길","-","중개거래","경남 김해시"
"2135","울산광역시 중구 복산동","2**","단독","12m미만","219.03","264.70","202408","14","89,350","개인","개인","2017","종가7길","-","중개거래","울산 중구"
"2136","경기도 평택시 오성면 죽리","3**","단독","8m미만","50.58","245.00","202408","14","15,000","개인","개인","2018","죽3리길","-","중개거래","경기 평택시"
"2137","충청북도 괴산군 소수면 옥현리","4**","단독","8m미만","97.99","660.00","202408","14","20,620","개인","개인","2016","원소로석현1길","20241014","중개거래","충남 천안시 서북구, 충북 진천군"
"2138","경기도 성남시 수정구 수진동","1***","다가구","8m미만","137.42","63.50","202408","14","80,000","개인","개인","1972","수정로120번길","-","중개거래","경기 성남시 수정구"
"2139","충청북도 제천시 중앙로2가","7*","단독","8m미만","125.38","133.60","202408","14","12,700","개인","개인","1976","의림대로22길","-","중개거래","충북 제천시"
"2140","전북특별자치도 익산시 춘포면 천서리","1**","단독","8m미만","82.98","593.00","202408","14","17,000","개인","개인","2014","안수길","-","중개거래","전북 익산시"
"2141","충청북도 청주시 청원구 오창읍 구룡리","4**","다가구","12m미만","360.89","258.30","202408","14","51,250","개인","개인","2010","구룡6길","-","중개거래","충북 청주시 청원구"
"2142","충청북도 음성군 맹동면 동성리","1**","단독","12m미만","195.55","310.00","202408","14","55,000","개인","개인","2021","온유2길","-","중개거래","충북 진천군"
"2143","부산광역시 금정구 금성동","2**","단독","8m미만","33.06","185.80","202408","14","26,000","개인","개인","1988","산성로","-","중개거래","부산 부산진구"
"2144","서울특별시 동대문구 이문동","8*","단독","8m미만","59.93","86.00","202408","14","90,300","개인","개인","1968","휘경로11가길","-","중개거래","서울 동대문구"
"2145","서울특별시 성북구 정릉동","7**","단독","8m미만","78.26","179.00","202408","14","67,000","개인","개인","1985","보국문로29라길","-","중개거래","서울 성북구"
"2146","전북특별자치도 고창군 고창읍 월곡리","6**","단독","12m미만","85.05","307.10","202408","14","35,000","개인","개인","2012","월곡공원2길","20241120","직거래","-"
"2147","전북특별자치도 군산시 서흥남동","8**","단독","8m미만","81.72","149.20","202408","14","7,500","개인","개인","1981","서흥2길","-","중개거래","전북 군산시"
"2148","경기도 광명시 광명동","1**","다가구","8m미만","192.84","110.00","202408","14","69,000","개인","개인","1993","너부대로","20241104","중개거래","경기 광명시"
"2149","서울특별시 동작구 노량진동","8*","다가구","8m미만","214.44","175.00","202408","14","267,000","법인","개인","1967","장승배기로26길","-","중개거래","서울 동작구"
"2150","충청북도 청주시 상당구 미원면 운암리","3*","단독","8m미만","55.35","506.00","202408","14","15,000","개인","개인","2011","","-","직거래","-"
"2151","광주광역시 북구 두암동","8**","단독","8m미만","152.12","169.20","202408","14","21,500","개인","개인","1990","군왕로105번길","-","중개거래","광주 북구"
"2152","강원특별자치도 영월군 북면 마차리","1***","단독","8m미만","70.40","139.00","202408","14","4,000","개인","개인","2004","미재골길","-","중개거래","경기 고양시 덕양구"
"2153","전라남도 나주시 영산동","7*","단독","8m미만","33.06","165.00","202408","14","2,200","개인","개인","1945","오포길","-","직거래","-"
"2154","충청북도 보은군 보은읍 풍취리","1**","단독","8m미만","66.56","371.00","202408","14","6,800","개인","개인","1950","풍취1길","-","중개거래","충북 보은군"
"2155","경기도 하남시 덕풍동","5**","다가구","8m미만","240.30","133.00","202408","14","79,500","기타","법인","2002","역말로24번길","-","직거래","-"
"2156","경상북도 경산시 진량읍 상림리","2**","다가구","8m미만","388.79","253.00","202408","14","25,000","개인","개인","1997","대구대로","-","중개거래","대구 수성구"
"2157","전북특별자치도 군산시 서수면 서수리","2***","단독","8m미만","99.72","391.60","202408","14","19,500","개인","개인","2013","서수문화길","20240819","중개거래","전북 군산시"
"2158","전라남도 고흥군 금산면 어전리","8**","단독","8m미만","82.60","212.00","202408","14","900","개인","개인","","동촌골몰길","-","직거래","-"
"2159","경기도 광주시 초월읍 신월리","2**","단독","8m미만","101.52","113.00","202408","14","10,000","법인","개인","1992","산수로532번길","-","중개거래","경기 광주시"
"2160","경상북도 예천군 은풍면 우곡리","1**","단독","12m미만","98.37","87.00","202408","14","2,150","개인","개인","1952","은풍로","-","직거래","-"
"2161","경상북도 영천시 교촌동","2**","단독","8m미만","23.14","60.00","202408","14","2,700","개인","개인","1951","포교당뒷길","-","중개거래","경북 영천시"
"2162","강원특별자치도 원주시 단구동","7**","단독","8m미만","69.09","230.00","202408","14","10,500","개인","개인","1980","관후길","-","직거래","-"
"2163","경기도 연천군 청산면 백의리","8**","단독","12m미만","147.60","139.00","202408","14","8,000","개인","개인","1990","청창로","-","직거래","-"
"2164","울산광역시 울주군 두서면 내와리","1***","단독","8m미만","24.64","182.00","202408","14","3,300","개인","개인","1999","외와1길","-","중개거래","울산 남구"
"2165","경상남도 양산시 원동면 대리","7**","단독","8m미만","114.18","499.00","202408","14","30,301","공공기관","개인","2004","풍호대길","-","직거래","-"
